,pos,contig_id,proteins,origin,order,family,genus
954,954,Lactococcus~virus~712,55,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
955,955,Lactococcus~virus~ASCC191,59,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
956,956,Lactococcus~virus~Bibb29,54,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
957,957,Lactococcus~virus~CB13,55,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
958,958,Lactococcus~virus~CB14,52,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
959,959,Lactococcus~virus~KSY1,130,RefSeq-85,Caudovirales,Podoviridae,
960,960,Lactococcus~virus~P008,58,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
961,961,Lactococcus~virus~Sl4,52,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
962,962,Lactococcus~virus~bIL170,64,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
963,963,Lactococcus~virus~bIL67,37,RefSeq-85,Caudovirales,Siphoviridae,C2virus
964,964,Lactococcus~virus~c2,39,RefSeq-85,Caudovirales,Siphoviridae,C2virus
965,965,Lactococcus~virus~jj50,49,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
966,966,Lactococcus~virus~sk1,56,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
967,967,Lelliottia~phage~phD2B,49,RefSeq-85,Caudovirales,Podoviridae,
968,968,Leuconostoc~phage~1-A4,50,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
969,969,Leuconostoc~phage~Lmd1,40,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
970,970,Leuconostoc~phage~Ln-8,45,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
971,971,Leuconostoc~phage~Ln-9,48,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
972,972,Leuconostoc~phage~P793,38,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
973,973,Leuconostoc~phage~phiLN03,39,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
974,974,Leuconostoc~phage~phiLN04,39,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
975,975,Leuconostoc~phage~phiLN12,41,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
976,976,Leuconostoc~phage~phiLN25,41,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
977,977,Leuconostoc~phage~phiLN34,41,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
978,978,Leuconostoc~phage~phiLN6B,39,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
979,979,Leuconostoc~phage~phiLNTR2,42,RefSeq-85,Caudovirales,Siphoviridae,
980,980,Leuconostoc~phage~phiLNTR3,41,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
981,981,Liberibacter~phage~SC1,40,RefSeq-85,Caudovirales,Podoviridae,
982,982,Liberibacter~phage~SC2,47,RefSeq-85,Caudovirales,Podoviridae,
983,983,Listeria~phage~2389,59,RefSeq-85,Caudovirales,Siphoviridae,
984,984,Listeria~phage~A006,64,RefSeq-85,Caudovirales,Siphoviridae,
985,985,Listeria~phage~A118,72,RefSeq-85,Caudovirales,Siphoviridae,
986,986,Listeria~phage~A500,63,RefSeq-85,Caudovirales,Siphoviridae,
987,987,Listeria~phage~B025,66,RefSeq-85,Caudovirales,Siphoviridae,
988,988,Listeria~phage~B054,80,RefSeq-85,Caudovirales,Siphoviridae,
989,989,Listeria~phage~LMSP-25,187,RefSeq-85,Caudovirales,Myoviridae,P100virus
990,990,Listeria~phage~LMTA-148,177,RefSeq-85,Caudovirales,Myoviridae,P100virus
991,991,Listeria~phage~LP-026,114,RefSeq-85,Caudovirales,Siphoviridae,P70virus
992,992,Listeria~phage~LP-030-2,69,RefSeq-85,Caudovirales,Siphoviridae,Psavirus
993,993,Listeria~phage~LP-030-3,73,RefSeq-85,Caudovirales,Siphoviridae,
994,994,Listeria~phage~LP-037,114,RefSeq-85,Caudovirales,Siphoviridae,P70virus
995,995,Listeria~phage~LP-048,177,RefSeq-85,Caudovirales,Myoviridae,P100virus
996,996,Listeria~phage~LP-083-2,189,RefSeq-85,Caudovirales,Myoviridae,P100virus
997,997,Listeria~phage~LP-101,70,RefSeq-85,Caudovirales,Siphoviridae,
998,998,Listeria~phage~LP-110,113,RefSeq-85,Caudovirales,Siphoviridae,P70virus
999,999,Listeria~phage~LP-114,116,RefSeq-85,Caudovirales,Siphoviridae,P70virus
1000,1000,Listeria~phage~LP-125,189,RefSeq-85,Caudovirales,Myoviridae,P100virus
1001,1001,Listeria~phage~List-36,174,RefSeq-85,Caudovirales,Myoviridae,P100virus
1002,1002,Listeria~phage~P35,56,RefSeq-85,Caudovirales,Siphoviridae,
1003,1003,Listeria~phage~P40,62,RefSeq-85,Caudovirales,Siphoviridae,
1004,1004,Listeria~phage~P70,119,RefSeq-85,Caudovirales,Siphoviridae,P70virus
1005,1005,Listeria~phage~WIL-1,38,RefSeq-85,Caudovirales,Myoviridae,P100virus
1006,1006,Listeria~phage~vB_LmoM_AG20,178,RefSeq-85,Caudovirales,Myoviridae,P100virus
1007,1007,Listeria~phage~vB_LmoS_188,60,RefSeq-85,Caudovirales,Siphoviridae,
1008,1008,Listeria~phage~vB_LmoS_293,72,RefSeq-85,Caudovirales,Siphoviridae,
1009,1009,Listeria~virus~A511,192,RefSeq-85,Caudovirales,Myoviridae,P100virus
1010,1010,Listonella~phage~phiHSIC,47,RefSeq-85,Caudovirales,Siphoviridae,
1011,1011,Loktanella~phage~pCB2051-A,76,RefSeq-85,,,
1012,1012,Mannheimia~phage~phiMHaA1,49,RefSeq-85,Caudovirales,Myoviridae,P2virus
1013,1013,Mannheimia~phage~vB_MhM_3927AP2,50,RefSeq-85,Caudovirales,Myoviridae,
1014,1014,Mannheimia~phage~vB_MhM_587AP1,51,RefSeq-85,Caudovirales,Myoviridae,
1015,1015,Mannheimia~phage~vB_MhS_1152AP2,79,RefSeq-85,Caudovirales,Siphoviridae,
1016,1016,Mannheimia~phage~vB_MhS_535AP2,79,RefSeq-85,Caudovirales,Siphoviridae,
1017,1017,Mannheimia~phage~vB_MhS_587AP2,77,RefSeq-85,Caudovirales,Siphoviridae,
1018,1018,Marine~gokushovirus,6,RefSeq-85,,Microviridae,
1019,1019,Marinomonas~phage~P12026,54,RefSeq-85,,,
1020,1020,Mesorhizobium~phage~vB_MloP_Lo5R7ANS,64,RefSeq-85,Caudovirales,Podoviridae,
1021,1021,Metallosphaera~turreted~icosahedral~virus,21,RefSeq-85,,,
1022,1022,Methanobacterium~phage~psiM2,32,RefSeq-85,Caudovirales,Siphoviridae,
1023,1023,Methanothermobacter~phage~psiM100,36,RefSeq-85,Caudovirales,Siphoviridae,
1024,1024,Microbacterium~phage~Min1,77,RefSeq-85,Caudovirales,Siphoviridae,
1025,1025,Microbacterium~phage~vB_MoxS-ISF9,120,RefSeq-85,Caudovirales,Siphoviridae,
1026,1026,Microcystis~aeruginosa~phage~Ma-LMM01,184,RefSeq-85,Caudovirales,Myoviridae,
1027,1027,Microcystis~phage~MaMV-DC,170,RefSeq-85,Caudovirales,Myoviridae,
1028,1028,Microviridae~Bog1249_12,6,RefSeq-85,,Microviridae,
1029,1029,Microviridae~Bog5275_51,5,RefSeq-85,,Microviridae,
1030,1030,Microviridae~Bog9017_22,4,RefSeq-85,,Microviridae,
1031,1031,Microviridae~Fen2266_11,5,RefSeq-85,,Microviridae,
1032,1032,Microviridae~Fen418_41,5,RefSeq-85,,Microviridae,
1033,1033,Microviridae~Fen4707_41,6,RefSeq-85,,Microviridae,
1034,1034,Microviridae~Fen685_11,5,RefSeq-85,,Microviridae,
1035,1035,Microviridae~Fen7786_21,5,RefSeq-85,,Microviridae,
1036,1036,Microviridae~Fen7895_21,5,RefSeq-85,,Microviridae,
1037,1037,Microviridae~Fen7918_21,5,RefSeq-85,,Microviridae,
1038,1038,Microviridae~Fen7940_21,5,RefSeq-85,,Microviridae,
1039,1039,Microviridae~IME-16,7,RefSeq-85,,Microviridae,
1040,1040,Microviridae~phi-CA82,10,RefSeq-85,,Microviridae,
1041,1041,Morganella~phage~MmP1,49,RefSeq-85,Caudovirales,Podoviridae,
1042,1042,Morganella~phage~vB_MmoM_MP1,271,RefSeq-85,,,
1043,1043,Morganella~phage~vB_MmoP_MP2,55,RefSeq-85,,,
1044,1044,Mycobacterium~phage~20ES,96,RefSeq-85,Caudovirales,Siphoviridae,
1045,1045,Mycobacterium~phage~32HC,86,RefSeq-85,Caudovirales,Siphoviridae,Trigintaduovirus
1046,1046,Mycobacterium~phage~39HC,100,RefSeq-85,Caudovirales,Siphoviridae,
1047,1047,Mycobacterium~phage~40AC,90,RefSeq-85,Caudovirales,Siphoviridae,
1048,1048,Mycobacterium~phage~Abrogate,91,RefSeq-85,Caudovirales,Siphoviridae,
1049,1049,Mycobacterium~phage~Adawi,98,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus
1050,1050,Mycobacterium~phage~Adler,125,RefSeq-85,Caudovirales,Siphoviridae,
1051,1051,Mycobacterium~phage~Adzzy,96,RefSeq-85,Caudovirales,Siphoviridae,
1052,1052,Mycobacterium~phage~Aeneas,99,RefSeq-85,Caudovirales,Siphoviridae,
1053,1053,Mycobacterium~phage~Akoma,104,RefSeq-85,Caudovirales,Siphoviridae,
1054,1054,Mycobacterium~phage~Alice,222,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1055,1055,Mycobacterium~phage~Alsfro,98,RefSeq-85,Caudovirales,Siphoviridae,
1056,1056,Mycobacterium~phage~Alvin,86,RefSeq-85,Caudovirales,Siphoviridae,
1057,1057,Mycobacterium~phage~Angel,61,RefSeq-85,Caudovirales,Siphoviridae,
1058,1058,Mycobacterium~phage~AnnaL29,96,RefSeq-85,Caudovirales,Siphoviridae,
1059,1059,Mycobacterium~phage~Anubis,95,RefSeq-85,Caudovirales,Siphoviridae,
1060,1060,Mycobacterium~phage~Apizium,100,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1061,1061,Mycobacterium~phage~ArcherNM,91,RefSeq-85,,,
1062,1062,Mycobacterium~phage~ArcherS7,237,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1063,1063,Mycobacterium~phage~Archie,128,RefSeq-85,Caudovirales,Siphoviridae,
1064,1064,Mycobacterium~phage~Ariel,245,RefSeq-85,Caudovirales,Siphoviridae,
1065,1065,Mycobacterium~phage~Artemis2UCLA,102,RefSeq-85,Caudovirales,Siphoviridae,
1066,1066,Mycobacterium~phage~Astraea,232,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1067,1067,Mycobacterium~phage~BTCU-1,73,RefSeq-85,Caudovirales,Siphoviridae,
1068,1068,Mycobacterium~phage~Bactobuster,87,RefSeq-85,,,
1069,1069,Mycobacterium~phage~Badfish,102,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1070,1070,Mycobacterium~phage~Baee,96,RefSeq-85,Caudovirales,Siphoviridae,Acadianvirus
1071,1071,Mycobacterium~phage~Bane1,94,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus
1072,1072,Mycobacterium~phage~Barnyard,109,RefSeq-85,Caudovirales,Siphoviridae,Barnyardvirus
1073,1073,Mycobacterium~phage~BarrelRoll,95,RefSeq-85,Caudovirales,Siphoviridae,
1074,1074,Mycobacterium~phage~Barriga,101,RefSeq-85,Caudovirales,Siphoviridae,
1075,1075,Mycobacterium~phage~BellusTerra,89,RefSeq-85,Caudovirales,Siphoviridae,
1076,1076,Mycobacterium~phage~Bernal13,60,RefSeq-85,Caudovirales,Siphoviridae,Bernal13virus
1077,1077,Mycobacterium~phage~Bernardo,100,RefSeq-85,Caudovirales,Siphoviridae,Pipefishvirus
1078,1078,Mycobacterium~phage~BigNuz,82,RefSeq-85,Caudovirales,Siphoviridae,Bignuzvirus
1079,1079,Mycobacterium~phage~Bipolar,106,RefSeq-85,Caudovirales,Siphoviridae,
1080,1080,Mycobacterium~phage~Bipper,135,RefSeq-85,,,
1081,1081,Mycobacterium~phage~Blue7,103,RefSeq-85,Caudovirales,Siphoviridae,
1082,1082,Mycobacterium~phage~Bobi,107,RefSeq-85,Caudovirales,Siphoviridae,
1083,1083,Mycobacterium~phage~Breeniome,236,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1084,1084,Mycobacterium~phage~Brocalys,96,RefSeq-85,,,
1085,1085,Mycobacterium~phage~BrownCNA,97,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus
1086,1086,Mycobacterium~phage~Bruin,141,RefSeq-85,Caudovirales,Siphoviridae,
1087,1087,Mycobacterium~phage~Brusacoram,78,RefSeq-85,Caudovirales,Siphoviridae,Fishburnevirus
1088,1088,Mycobacterium~phage~Butters,66,RefSeq-85,Caudovirales,Siphoviridae,Buttersvirus
1089,1089,Mycobacterium~phage~BuzzLyseyear,110,RefSeq-85,Caudovirales,Siphoviridae,
1090,1090,Mycobacterium~phage~Bxz1,225,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1091,1091,Mycobacterium~phage~CASbig,97,RefSeq-85,Caudovirales,Siphoviridae,
1092,1092,Mycobacterium~phage~CRB1,94,RefSeq-85,Caudovirales,Siphoviridae,
1093,1093,Mycobacterium~phage~Cabrinians,101,RefSeq-85,Caudovirales,Siphoviridae,
1094,1094,Mycobacterium~phage~Cali,222,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1095,1095,Mycobacterium~phage~Cambiare,67,RefSeq-85,Caudovirales,Siphoviridae,
1096,1096,Mycobacterium~phage~CaptainTrips,107,RefSeq-85,Caudovirales,Siphoviridae,
1097,1097,Mycobacterium~phage~Carcharodon,71,RefSeq-85,Caudovirales,Siphoviridae,
1098,1098,Mycobacterium~phage~Catalina,101,RefSeq-85,,,
1099,1099,Mycobacterium~phage~Catdawg,128,RefSeq-85,Caudovirales,Siphoviridae,
1100,1100,Mycobacterium~phage~Catera,218,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1101,1101,Mycobacterium~phage~Cerasum,102,RefSeq-85,Caudovirales,Siphoviridae,
1102,1102,Mycobacterium~phage~Chadwick,88,RefSeq-85,Caudovirales,Siphoviridae,
1103,1103,Mycobacterium~phage~Charlie,68,RefSeq-85,Caudovirales,Siphoviridae,Charlievirus
1104,1104,Mycobacterium~phage~Cheetobro,92,RefSeq-85,Caudovirales,Siphoviridae,
1105,1105,Mycobacterium~phage~Chy4,73,RefSeq-85,Caudovirales,Siphoviridae,
1106,1106,Mycobacterium~phage~Chy5,88,RefSeq-85,Caudovirales,Siphoviridae,
1107,1107,Mycobacterium~phage~CloudWang3,103,RefSeq-85,Caudovirales,Siphoviridae,
1108,1108,Mycobacterium~phage~Colbert,100,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1109,1109,Mycobacterium~phage~Conspiracy,86,RefSeq-85,Caudovirales,Siphoviridae,
1110,1110,Mycobacterium~phage~Contagion,140,RefSeq-85,Caudovirales,Siphoviridae,
1111,1111,Mycobacterium~phage~Cooper,99,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus
1112,1112,Mycobacterium~phage~Crossroads,133,RefSeq-85,Caudovirales,Siphoviridae,
1113,1113,Mycobacterium~phage~DD5,87,RefSeq-85,Caudovirales,Siphoviridae,
1114,1114,Mycobacterium~phage~DS6A,97,RefSeq-85,Caudovirales,Siphoviridae,
1115,1115,Mycobacterium~phage~Daenerys,102,RefSeq-85,Caudovirales,Siphoviridae,
1116,1116,Mycobacterium~phage~Damien,93,RefSeq-85,Caudovirales,Siphoviridae,
1117,1117,Mycobacterium~phage~Dandelion,239,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1118,1118,Mycobacterium~phage~Dante,105,RefSeq-85,Caudovirales,Siphoviridae,
1119,1119,Mycobacterium~phage~Donovan,78,RefSeq-85,Caudovirales,Siphoviridae,Fishburnevirus
1120,1120,Mycobacterium~phage~Dori,94,RefSeq-85,Caudovirales,Siphoviridae,
1121,1121,Mycobacterium~phage~DrDrey,144,RefSeq-85,Caudovirales,Siphoviridae,
1122,1122,Mycobacterium~phage~Dreamboat,94,RefSeq-85,Caudovirales,Siphoviridae,
1123,1123,Mycobacterium~phage~Dumbo,147,RefSeq-85,Caudovirales,Siphoviridae,
1124,1124,Mycobacterium~phage~Dusk,142,RefSeq-85,Caudovirales,Siphoviridae,
1125,1125,Mycobacterium~phage~Dylan,121,RefSeq-85,Caudovirales,Siphoviridae,
1126,1126,Mycobacterium~phage~ET08,218,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1127,1127,Mycobacterium~phage~EagleEye,95,RefSeq-85,Caudovirales,Siphoviridae,
1128,1128,Mycobacterium~phage~Echild,100,RefSeq-85,Caudovirales,Siphoviridae,
1129,1129,Mycobacterium~phage~Edtherson,91,RefSeq-85,Caudovirales,Siphoviridae,
1130,1130,Mycobacterium~phage~Enkosi,79,RefSeq-85,Caudovirales,Siphoviridae,
1131,1131,Mycobacterium~phage~Equemioh13,96,RefSeq-85,Caudovirales,Siphoviridae,
1132,1132,Mycobacterium~phage~Eremos,99,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1133,1133,Mycobacterium~phage~Estave1,112,RefSeq-85,Caudovirales,Siphoviridae,
1134,1134,Mycobacterium~phage~EvilGenius,93,RefSeq-85,,,
1135,1135,Mycobacterium~phage~First,95,RefSeq-85,Caudovirales,Siphoviridae,
1136,1136,Mycobacterium~phage~Fishburne,77,RefSeq-85,Caudovirales,Siphoviridae,Fishburnevirus
1137,1137,Mycobacterium~phage~FlagStaff,65,RefSeq-85,Caudovirales,Siphoviridae,
1138,1138,Mycobacterium~phage~Florinda,117,RefSeq-85,Caudovirales,Siphoviridae,
1139,1139,Mycobacterium~phage~Fredward,103,RefSeq-85,Caudovirales,Siphoviridae,
1140,1140,Mycobacterium~phage~Gadjet,102,RefSeq-85,Caudovirales,Siphoviridae,Pipefishvirus
1141,1141,Mycobacterium~phage~Gaia,179,RefSeq-85,Caudovirales,Siphoviridae,Gaiavirus
1142,1142,Mycobacterium~phage~Gardann,126,RefSeq-85,,,
1143,1143,Mycobacterium~phage~Gengar,95,RefSeq-85,,,
1144,1144,Mycobacterium~phage~Giles,77,RefSeq-85,Caudovirales,Siphoviridae,Gilesvirus
1145,1145,Mycobacterium~phage~Gizmo,241,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1146,1146,Mycobacterium~phage~Goku,143,RefSeq-85,Caudovirales,Siphoviridae,
1147,1147,Mycobacterium~phage~Gompeii16,91,RefSeq-85,,,
1148,1148,Mycobacterium~phage~Graduation,97,RefSeq-85,Caudovirales,Siphoviridae,
1149,1149,Mycobacterium~phage~Gumball,88,RefSeq-85,Caudovirales,Siphoviridae,
1150,1150,Mycobacterium~phage~HINdeR,84,RefSeq-85,Caudovirales,Siphoviridae,
1151,1151,Mycobacterium~phage~Hades,102,RefSeq-85,Caudovirales,Siphoviridae,
1152,1152,Mycobacterium~phage~Hamulus,105,RefSeq-85,Caudovirales,Siphoviridae,
1153,1153,Mycobacterium~phage~HanShotFirst,91,RefSeq-85,Caudovirales,Siphoviridae,
1154,1154,Mycobacterium~phage~Hawkeye,104,RefSeq-85,Caudovirales,Siphoviridae,Hawkeyevirus
1155,1155,Mycobacterium~phage~Hosp,97,RefSeq-85,Caudovirales,Siphoviridae,
1156,1156,Mycobacterium~phage~HufflyPuff,146,RefSeq-85,Caudovirales,Siphoviridae,
1157,1157,Mycobacterium~phage~HyRo,224,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1158,1158,Mycobacterium~phage~Inventum,102,RefSeq-85,Caudovirales,Siphoviridae,
1159,1159,Mycobacterium~phage~Iracema64,88,RefSeq-85,Caudovirales,Siphoviridae,
1160,1160,Mycobacterium~phage~JAMaL,98,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus
1161,1161,Mycobacterium~phage~Jabbawokkie,106,RefSeq-85,Caudovirales,Siphoviridae,
1162,1162,Mycobacterium~phage~JacAttac,102,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1163,1163,Mycobacterium~phage~Job42,106,RefSeq-85,Caudovirales,Siphoviridae,
1164,1164,Mycobacterium~phage~Jobu08,85,RefSeq-85,Caudovirales,Siphoviridae,
1165,1165,Mycobacterium~phage~Jolie1,98,RefSeq-85,Caudovirales,Siphoviridae,
1166,1166,Mycobacterium~phage~Jolie2,62,RefSeq-85,Caudovirales,Siphoviridae,
1167,1167,Mycobacterium~phage~Jovo,84,RefSeq-85,Caudovirales,Siphoviridae,
1168,1168,Mycobacterium~phage~Kampy,88,RefSeq-85,Caudovirales,Siphoviridae,
1169,1169,Mycobacterium~phage~KayaCho,95,RefSeq-85,Caudovirales,Siphoviridae,
1170,1170,Mycobacterium~phage~Keshu,101,RefSeq-85,Caudovirales,Siphoviridae,
1171,1171,Mycobacterium~phage~Kikipoo,104,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1172,1172,Mycobacterium~phage~Kimberlium,105,RefSeq-85,Caudovirales,Siphoviridae,
1173,1173,Mycobacterium~phage~Konstantine,95,RefSeq-85,Caudovirales,Siphoviridae,Barnyardvirus
1174,1174,Mycobacterium~phage~Kratio,99,RefSeq-85,Caudovirales,Siphoviridae,
1175,1175,Mycobacterium~phage~LadyBird,96,RefSeq-85,Caudovirales,Siphoviridae,
1176,1176,Mycobacterium~phage~Lamina13,96,RefSeq-85,Caudovirales,Siphoviridae,
1177,1177,Mycobacterium~phage~Larenn,92,RefSeq-85,Caudovirales,Siphoviridae,
1178,1178,Mycobacterium~phage~Leo,59,RefSeq-85,Caudovirales,Siphoviridae,
1179,1179,Mycobacterium~phage~Lilac,140,RefSeq-85,Caudovirales,Siphoviridae,
1180,1180,Mycobacterium~phage~LinStu,227,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1181,1181,Mycobacterium~phage~LittleCherry,87,RefSeq-85,Caudovirales,Siphoviridae,
1182,1182,Mycobacterium~phage~Llama,111,RefSeq-85,Caudovirales,Siphoviridae,
1183,1183,Mycobacterium~phage~Lolly9,130,RefSeq-85,Caudovirales,Siphoviridae,
1184,1184,Mycobacterium~phage~Loser,97,RefSeq-85,,,
1185,1185,Mycobacterium~phage~Luchador,96,RefSeq-85,Caudovirales,Siphoviridae,
1186,1186,Mycobacterium~phage~MOOREtheMARYer,67,RefSeq-85,Caudovirales,Siphoviridae,
1187,1187,Mycobacterium~phage~Makemake,93,RefSeq-85,,,
1188,1188,Mycobacterium~phage~Malithi,79,RefSeq-85,Caudovirales,Siphoviridae,Fishburnevirus
1189,1189,Mycobacterium~phage~Manad,101,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1190,1190,Mycobacterium~phage~MarQuardt,90,RefSeq-85,Caudovirales,Siphoviridae,
1191,1191,Mycobacterium~phage~MiaZeal,250,RefSeq-85,Caudovirales,Siphoviridae,
1192,1192,Mycobacterium~phage~MichelleMyBell,70,RefSeq-85,Caudovirales,Siphoviridae,Buttersvirus
1193,1193,Mycobacterium~phage~Milly,94,RefSeq-85,Caudovirales,Siphoviridae,
1194,1194,Mycobacterium~phage~Mindy,147,RefSeq-85,Caudovirales,Siphoviridae,
1195,1195,Mycobacterium~phage~Minerva,238,RefSeq-85,Caudovirales,Siphoviridae,
1196,1196,Mycobacterium~phage~MoMoMixon,230,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1197,1197,Mycobacterium~phage~MosMoris,111,RefSeq-85,Caudovirales,Siphoviridae,Marvinvirus
1198,1198,Mycobacterium~phage~Muddy,71,RefSeq-85,Caudovirales,Siphoviridae,Ff47virus
1199,1199,Mycobacterium~phage~Mufasa,94,RefSeq-85,Caudovirales,Siphoviridae,
1200,1200,Mycobacterium~phage~Mulciber,98,RefSeq-85,,,
1201,1201,Mycobacterium~phage~Murphy,146,RefSeq-85,Caudovirales,Siphoviridae,
1202,1202,Mycobacterium~phage~Murucutumbu,95,RefSeq-85,Caudovirales,Siphoviridae,
1203,1203,Mycobacterium~phage~Myrna,229,RefSeq-85,Caudovirales,Myoviridae,
1204,1204,Mycobacterium~phage~Nala,147,RefSeq-85,Caudovirales,Siphoviridae,
1205,1205,Mycobacterium~phage~Nappy,234,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
1206,1206,Mycobacterium~phage~NelitzaMV,139,RefSeq-85,Caudovirales,Siphoviridae,
1207,1207,Mycobacterium~phage~Nerujay,97,RefSeq-85,Caudovirales,Siphoviridae,
1208,1208,Mycobacterium~phage~Newman,97,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1209,1209,Mycobacterium~phage~Nhonho,88,RefSeq-85,Caudovirales,Siphoviridae,
1210,1210,Mycobacterium~phage~Nigel,94,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus
1211,1211,Mycobacterium~phage~Nyxis,87,RefSeq-85,Caudovirales,Siphoviridae,
1212,1212,Mycobacterium~phage~OSmaximus,102,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1213,1213,Mycobacterium~phage~Oaker,92,RefSeq-85,Caudovirales,Siphoviridae,
1214,1214,Mycobacterium~phage~Obama12,89,RefSeq-85,Caudovirales,Siphoviridae,
1215,1215,Mycobacterium~phage~OkiRoe,96,RefSeq-85,Caudovirales,Siphoviridae,
1216,1216,Mycobacterium~phage~Oline,101,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1217,1217,Mycobacterium~phage~Omnicron,95,RefSeq-85,Caudovirales,Siphoviridae,
1218,1218,Mycobacterium~phage~Orion,100,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1219,1219,Mycobacterium~phage~Ovechkin,106,RefSeq-85,Caudovirales,Siphoviridae,
1220,1220,Mycobacterium~phage~PBI1,81,RefSeq-85,Caudovirales,Siphoviridae,Pbi1virus
1221,1221,Mycobacterium~phage~PLot,89,RefSeq-85,Caudovirales,Siphoviridae,Plotvirus
1222,1222,Mycobacterium~phage~Panchino,66,RefSeq-85,Caudovirales,Siphoviridae,Redivirus
1223,1223,Mycobacterium~phage~Papez,94,RefSeq-85,,,
1224,1224,Mycobacterium~phage~Papyrus,100,RefSeq-85,Caudovirales,Siphoviridae,Send513virus
1225,1225,Mycobacterium~phage~Pari,91,RefSeq-85,Caudovirales,Siphoviridae,
1226,1226,Mycobacterium~phage~Patience,109,RefSeq-85,Caudovirales,Siphoviridae,Patiencevirus
1227,1227,Mycobacterium~phage~PattyP,92,RefSeq-85,Caudovirales,Siphoviridae,
1228,1228,Mycobacterium~phage~PegLeg,138,RefSeq-85,Caudovirales,Siphoviridae,
1229,1229,Mycobacterium~phage~Pepe,86,RefSeq-85,Caudovirales,Siphoviridae,
1230,1230,Mycobacterium~phage~Phaedrus,98,RefSeq-85,Caudovirales,Siphoviridae,
1231,1231,Mycobacterium~phage~Phantastic,91,RefSeq-85,Caudovirales,Siphoviridae,
1232,1232,Mycobacterium~phage~PhatBacter,148,RefSeq-85,Caudovirales,Siphoviridae,
1233,1233,Mycobacterium~phage~Phatniss,101,RefSeq-85,Caudovirales,Siphoviridae,
1234,1234,Mycobacterium~phage~Phaux,145,RefSeq-85,Caudovirales,Siphoviridae,
1235,1235,Mycobacterium~phage~Phayonce,77,RefSeq-85,Caudovirales,Siphoviridae,Phayoncevirus
1236,1236,Mycobacterium~phage~Phelemich,95,RefSeq-85,Caudovirales,Siphoviridae,
1237,1237,Mycobacterium~phage~Phipps,99,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
1238,1238,Mycobacterium~phage~Phlei,81,RefSeq-85,Caudovirales,Podoviridae,
1239,1239,Mycobacterium~phage~Phlyer,105,RefSeq-85,Caudovirales,Siphoviridae,
1240,1240,Mycobacterium~phage~Phrann,67,RefSeq-85,Caudovirales,Siphoviridae,Redivirus
